TRANS_ID,USER_ID,TRANS_DATE,AMOUNT
68,68,2026-07-04,118.00
69,69,2026-07-03,119.00
70,70,2026-07-02,120.00
71,71,2026-07-01,121.00
72,72,2026-06-30,122.00
73,73,2026-06-29,123.00
74,74,2026-06-28,124.00
75,75,2026-06-27,125.00
76,76,2026-06-26,126.00
77,77,2026-06-25,127.00
78,78,2026-06-24,128.00
79,79,2026-06-23,129.00
80,80,2026-06-22,130.00
81,81,2026-06-21,131.00
82,82,2026-06-20,132.00
83,83,2026-06-19,133.00
84,84,2026-06-18,134.00
85,85,2026-06-17,135.00
86,86,2026-06-16,136.00
87,87,2026-06-15,137.00
88,88,2026-06-14,138.00
89,89,2026-06-13,139.00
90,90,2026-06-12,140.00
91,91,2026-06-11,141.00
92,92,2026-06-10,142.00
93,93,2026-06-09,143.00
94,94,2026-06-08,144.00
95,95,2026-06-07,145.00
96,96,2026-06-06,146.00
97,97,2026-06-05,147.00
98,98,2026-06-04,148.00
99,99,2026-06-03,149.00
100,100,2026-06-02,150.00
101,101,2026-06-01,151.00
102,102,2026-05-31,152.00
103,103,2026-05-30,153.00
104,104,2026-05-29,154.00
105,105,2026-05-28,155.00
106,106,2026-05-27,156.00
107,107,2026-05-26,157.00
108,108,2026-05-25,158.00
109,109,2026-05-24,159.00
110,110,2026-05-23,160.00
111,111,2026-05-22,161.00
112,112,2026-05-21,162.00
113,113,2026-05-20,163.00
114,114,2026-05-19,164.00
115,115,2026-05-18,165.00
116,116,2026-05-17,166.00
117,117,2026-05-16,167.00
118,118,2026-05-15,168.00
119,119,2026-05-14,169.00
120,120,2026-05-13,170.00
121,121,2026-05-12,171.00
122,122,2026-05-11,172.00
123,123,2026-05-10,173.00
124,124,2026-05-09,174.00
125,125,2026-05-08,175.00
126,126,2026-05-07,176.00
127,127,2026-05-06,177.00
128,128,2026-05-05,178.00
129,129,2026-05-04,179.00
130,130,2026-05-03,180.00
131,131,2026-05-02,181.00
132,132,2026-05-01,182.00
133,133,2026-04-30,183.00
134,134,2026-04-29,184.00
135,135,2026-04-28,185.00
136,136,2026-04-27,186.00
137,137,2026-04-26,187.00
138,138,2026-04-25,188.00
139,139,2026-04-24,189.00
140,140,2026-04-23,190.00
141,141,2026-04-22,191.00
142,142,2026-04-21,192.00
143,143,2026-04-20,193.00
144,144,2026-04-19,194.00
145,145,2026-04-18,195.00
146,146,2026-04-17,196.00
147,147,2026-04-16,197.00
148,148,2026-04-15,198.00
149,149,2026-04-14,199.00
150,150,2026-04-13,200.00
151,151,2026-04-12,201.00
152,152,2026-04-11,202.00
153,153,2026-04-10,203.00
154,154,2026-04-09,204.00
155,155,2026-04-08,205.00
156,156,2026-04-07,206.00
157,157,2026-04-06,207.00
158,158,2026-04-05,208.00
159,159,2026-04-04,209.00
160,160,2026-04-03,210.00
161,161,2026-04-02,211.00
162,162,2026-04-01,212.00
163,163,2026-03-31,213.00
164,164,2026-03-30,214.00
165,165,2026-03-29,215.00
166,166,2026-03-28,216.00
167,167,2026-03-27,217.00
168,168,2026-03-26,218.00
169,169,2026-03-25,219.00
170,170,2026-03-24,220.00
171,171,2026-03-23,221.00
172,172,2026-03-22,222.00
173,173,2026-03-21,223.00
174,174,2026-03-20,224.00
175,175,2026-03-19,225.00
176,176,2026-03-18,226.00
177,177,2026-03-17,227.00
178,178,2026-03-16,228.00
179,179,2026-03-15,229.00
180,180,2026-03-14,230.00
181,181,2026-03-13,231.00
182,182,2026-03-12,232.00
183,183,2026-03-11,233.00
184,184,2026-03-10,234.00
185,185,2026-03-09,235.00
186,186,2026-03-08,236.00
187,187,2026-03-07,237.00
188,188,2026-03-06,238.00
189,189,2026-03-05,239.00
190,190,2026-03-04,240.00
191,191,2026-03-03,241.00
192,192,2026-03-02,242.00
193,193,2026-03-01,243.00
194,194,2026-02-28,244.00
195,195,2026-02-27,245.00
196,196,2026-02-26,246.00
197,197,2026-02-25,247.00
198,198,2026-02-24,248.00
199,199,2026-02-23,249.00
200,200,2026-02-22,250.00
201,201,2026-02-21,251.00
202,202,2026-02-20,252.00
203,203,2026-02-19,253.00
204,204,2026-02-18,254.00
205,205,2026-02-17,255.00
206,206,2026-02-16,256.00
207,207,2026-02-15,257.00
208,208,2026-02-14,258.00
209,209,2026-02-13,259.00
210,210,2026-02-12,260.00
211,211,2026-02-11,261.00
212,212,2026-02-10,262.00
213,213,2026-02-09,263.00
214,214,2026-02-08,264.00
215,215,2026-02-07,265.00
216,216,2026-02-06,266.00
217,217,2026-02-05,267.00
218,218,2026-02-04,268.00
219,219,2026-02-03,269.00
220,220,2026-02-02,270.00
221,221,2026-02-01,271.00
222,222,2026-01-31,272.00
223,223,2026-01-30,273.00
224,224,2026-01-29,274.00
225,225,2026-01-28,275.00
226,226,2026-01-27,276.00
227,227,2026-01-26,277.00
228,228,2026-01-25,278.00
229,229,2026-01-24,279.00
230,230,2026-01-23,280.00
231,231,2026-01-22,281.00
232,232,2026-01-21,282.00
233,233,2026-01-20,283.00
234,234,2026-01-19,284.00
235,235,2026-01-18,285.00
236,236,2026-01-17,286.00
237,237,2026-01-16,287.00
238,238,2026-01-15,288.00
239,239,2026-01-14,289.00
240,240,2026-01-13,290.00
241,241,2026-01-12,291.00
242,242,2026-01-11,292.00
243,243,2026-01-10,293.00
244,244,2026-01-09,294.00
245,245,2026-01-08,295.00
246,246,2026-01-07,296.00
247,247,2026-01-06,297.00
248,248,2026-01-05,298.00
249,249,2026-01-04,299.00
250,250,2026-01-03,300.00
251,251,2026-01-02,301.00
252,252,2026-01-01,302.00
253,253,2025-12-31,303.00
254,254,2025-12-30,304.00
255,255,2025-12-29,305.00
256,256,2025-12-28,306.00
257,257,2025-12-27,307.00
258,258,2025-12-26,308.00
259,259,2025-12-25,309.00
260,260,2025-12-24,310.00
261,261,2025-12-23,311.00
262,262,2025-12-22,312.00
263,263,2025-12-21,313.00
264,264,2025-12-20,314.00
265,265,2025-12-19,315.00
266,266,2025-12-18,316.00
267,267,2025-12-17,317.00
268,268,2025-12-16,318.00
269,269,2025-12-15,319.00
270,270,2025-12-14,320.00
271,271,2025-12-13,321.00
272,272,2025-12-12,322.00
273,273,2025-12-11,323.00
274,274,2025-12-10,324.00
275,275,2025-12-09,325.00
276,276,2025-12-08,326.00
277,277,2025-12-07,327.00
278,278,2025-12-06,328.00
279,279,2025-12-05,329.00
280,280,2025-12-04,330.00
281,281,2025-12-03,331.00
282,282,2025-12-02,332.00
283,283,2025-12-01,333.00
284,284,2025-11-30,334.00
285,285,2025-11-29,335.00
286,286,2025-11-28,336.00
287,287,2025-11-27,337.00
288,288,2025-11-26,338.00
289,289,2025-11-25,339.00
290,290,2025-11-24,340.00
291,291,2025-11-23,341.00
292,292,2025-11-22,342.00
293,293,2025-11-21,343.00
294,294,2025-11-20,344.00
295,295,2025-11-19,345.00
296,296,2025-11-18,346.00
297,297,2025-11-17,347.00
298,298,2025-11-16,348.00
299,299,2025-11-15,349.00
300,300,2025-11-14,350.00
301,301,2025-11-13,351.00
302,302,2025-11-12,352.00
303,303,2025-11-11,353.00
304,304,2025-11-10,354.00
305,305,2025-11-09,355.00
306,306,2025-11-08,356.00
307,307,2025-11-07,357.00
308,308,2025-11-06,358.00
309,309,2025-11-05,359.00
310,310,2025-11-04,360.00
311,311,2025-11-03,361.00
312,312,2025-11-02,362.00
313,313,2025-11-01,363.00
314,314,2025-10-31,364.00
315,315,2025-10-30,365.00
316,316,2025-10-29,366.00
317,317,2025-10-28,367.00
318,318,2025-10-27,368.00
319,319,2025-10-26,369.00
320,320,2025-10-25,370.00
321,321,2025-10-24,371.00
322,322,2025-10-23,372.00
323,323,2025-10-22,373.00
324,324,2025-10-21,374.00
325,325,2025-10-20,375.00
326,326,2025-10-19,376.00
327,327,2025-10-18,377.00
328,328,2025-10-17,378.00
329,329,2025-10-16,379.00
330,330,2025-10-15,380.00
331,331,2025-10-14,381.00
332,332,2025-10-13,382.00
333,333,2025-10-12,383.00
334,334,2025-10-11,384.00
335,335,2025-10-10,385.00
336,336,2025-10-09,386.00
337,337,2025-10-08,387.00
338,338,2025-10-07,388.00
339,339,2025-10-06,389.00
340,340,2025-10-05,390.00
341,341,2025-10-04,391.00
342,342,2025-10-03,392.00
343,343,2025-10-02,393.00
344,344,2025-10-01,394.00
345,345,2025-09-30,395.00
346,346,2025-09-29,396.00
347,347,2025-09-28,397.00
348,348,2025-09-27,398.00
349,349,2025-09-26,399.00
350,350,2025-09-25,400.00
351,351,2025-09-24,401.00
352,352,2025-09-23,402.00
353,353,2025-09-22,403.00
354,354,2025-09-21,404.00
355,355,2025-09-20,405.00
356,356,2025-09-19,406.00
357,357,2025-09-18,407.00
358,358,2025-09-17,408.00
359,359,2025-09-16,409.00
360,360,2025-09-15,410.00
361,361,2025-09-14,411.00
362,362,2025-09-13,412.00
363,363,2025-09-12,413.00
364,364,2025-09-11,414.00
365,365,2025-09-10,415.00
366,366,2025-09-09,416.00
367,367,2025-09-08,417.00
368,368,2025-09-07,418.00
369,369,2025-09-06,419.00
370,370,2025-09-05,420.00
371,371,2025-09-04,421.00
372,372,2025-09-03,422.00
373,373,2025-09-02,423.00
374,374,2025-09-01,424.00
375,375,2025-08-31,425.00
376,376,2025-08-30,426.00
377,377,2025-08-29,427.00
378,378,2025-08-28,428.00
379,379,2025-08-27,429.00
380,380,2025-08-26,430.00
381,381,2025-08-25,431.00
382,382,2025-08-24,432.00
383,383,2025-08-23,433.00
384,384,2025-08-22,434.00
385,385,2025-08-21,435.00
386,386,2025-08-20,436.00
387,387,2025-08-19,437.00
388,388,2025-08-18,438.00
389,389,2025-08-17,439.00
390,390,2025-08-16,440.00
391,391,2025-08-15,441.00
392,392,2025-08-14,442.00
393,393,2025-08-13,443.00
394,394,2025-08-12,444.00
395,395,2025-08-11,445.00
396,396,2025-08-10,446.00
397,397,2025-08-09,447.00
398,398,2025-08-08,448.00
399,399,2025-08-07,449.00
400,400,2025-08-06,450.00
401,401,2025-08-05,451.00
402,402,2025-08-04,452.00
403,403,2025-08-03,453.00
404,404,2025-08-02,454.00
405,405,2025-08-01,455.00
406,406,2025-07-31,456.00
407,407,2025-07-30,457.00
408,408,2025-07-29,458.00
409,409,2025-07-28,459.00
410,410,2025-07-27,460.00
411,411,2025-07-26,461.00
412,412,2025-07-25,462.00
413,413,2025-07-24,463.00
414,414,2025-07-23,464.00
415,415,2025-07-22,465.00
416,416,2025-07-21,466.00
417,417,2025-07-20,467.00
418,418,2025-07-19,468.00
419,419,2025-07-18,469.00
420,420,2025-07-17,470.00
421,421,2025-07-16,471.00
422,422,2025-07-15,472.00
423,423,2025-07-14,473.00
424,424,2025-07-13,474.00
425,425,2025-07-12,475.00
426,426,2025-07-11,476.00
427,427,2025-07-10,477.00
428,428,2025-07-09,478.00
429,429,2025-07-08,479.00
430,430,2025-07-07,480.00
431,431,2025-07-06,481.00
432,432,2025-07-05,482.00
433,433,2025-07-04,483.00
434,434,2025-07-03,484.00
435,435,2025-07-02,485.00
436,436,2025-07-01,486.00
437,437,2025-06-30,487.00
438,438,2025-06-29,488.00
439,439,2025-06-28,489.00
440,440,2025-06-27,490.00
441,441,2025-06-26,491.00
442,442,2025-06-25,492.00
443,443,2025-06-24,493.00
444,444,2025-06-23,494.00
445,445,2025-06-22,495.00
446,446,2025-06-21,496.00
447,447,2025-06-20,497.00
448,448,2025-06-19,498.00
449,449,2025-06-18,499.00
450,450,2025-06-17,500.00
451,451,2025-06-16,501.00
452,452,2025-06-15,502.00
453,453,2025-06-14,503.00
454,454,2025-06-13,504.00
455,455,2025-06-12,505.00
456,456,2025-06-11,506.00
457,457,2025-06-10,507.00
458,458,2025-06-09,508.00
459,459,2025-06-08,509.00
460,460,2025-06-07,510.00
461,461,2025-06-06,511.00
462,462,2025-06-05,512.00
463,463,2025-06-04,513.00
464,464,2025-06-03,514.00
465,465,2025-06-02,515.00
466,466,2025-06-01,516.00
467,467,2025-05-31,517.00
468,468,2025-05-30,518.00
469,469,2025-05-29,519.00
470,470,2025-05-28,520.00
471,471,2025-05-27,521.00
472,472,2025-05-26,522.00
473,473,2025-05-25,523.00
474,474,2025-05-24,524.00
475,475,2025-05-23,525.00
476,476,2025-05-22,526.00
477,477,2025-05-21,527.00
478,478,2025-05-20,528.00
479,479,2025-05-19,529.00
480,480,2025-05-18,530.00
481,481,2025-05-17,531.00
482,482,2025-05-16,532.00
483,483,2025-05-15,533.00
484,484,2025-05-14,534.00
485,485,2025-05-13,535.00
486,486,2025-05-12,536.00
487,487,2025-05-11,537.00
488,488,2025-05-10,538.00
489,489,2025-05-09,539.00
490,490,2025-05-08,540.00
491,491,2025-05-07,541.00
492,492,2025-05-06,542.00
493,493,2025-05-05,543.00
494,494,2025-05-04,544.00
495,495,2025-05-03,545.00
496,496,2025-05-02,546.00
497,497,2025-05-01,547.00
498,498,2025-04-30,548.00
499,499,2025-04-29,549.00
500,500,2025-04-28,50.00
501,501,2025-04-27,51.00
502,502,2025-04-26,52.00
503,503,2025-04-25,53.00
504,504,2025-04-24,54.00
505,505,2025-04-23,55.00
506,506,2025-04-22,56.00
507,507,2025-04-21,57.00
508,508,2025-04-20,58.00
509,509,2025-04-19,59.00
510,510,2025-04-18,60.00
511,511,2025-04-17,61.00
512,512,2025-04-16,62.00
513,513,2025-04-15,63.00
514,514,2025-04-14,64.00
515,515,2025-04-13,65.00
516,516,2025-04-12,66.00
517,517,2025-04-11,67.00
518,518,2025-04-10,68.00
519,519,2025-04-09,69.00
520,520,2025-04-08,70.00
521,521,2025-04-07,71.00
522,522,2025-04-06,72.00
523,523,2025-04-05,73.00
524,524,2025-04-04,74.00
525,525,2025-04-03,75.00
526,526,2025-04-02,76.00
527,527,2025-04-01,77.00
528,528,2025-03-31,78.00
529,529,2025-03-30,79.00
530,530,2025-03-29,80.00
531,531,2025-03-28,81.00
532,532,2025-03-27,82.00
533,533,2025-03-26,83.00
534,534,2025-03-25,84.00
535,535,2025-03-24,85.00
536,536,2025-03-23,86.00
537,537,2025-03-22,87.00
538,538,2025-03-21,88.00
539,539,2025-03-20,89.00
540,540,2025-03-19,90.00
541,541,2025-03-18,91.00
542,542,2025-03-17,92.00
543,543,2025-03-16,93.00
544,544,2025-03-15,94.00
545,545,2025-03-14,95.00
546,546,2025-03-13,96.00
547,547,2025-03-12,97.00
548,548,2025-03-11,98.00
549,549,2025-03-10,99.00
550,550,2025-03-09,100.00
551,551,2025-03-08,101.00
552,552,2025-03-07,102.00
553,553,2025-03-06,103.00
554,554,2025-03-05,104.00
555,555,2025-03-04,105.00
556,556,2025-03-03,106.00
557,557,2025-03-02,107.00
558,558,2025-03-01,108.00
559,559,2025-02-28,109.00
560,560,2025-02-27,110.00
561,561,2025-02-26,111.00
562,562,2025-02-25,112.00
563,563,2025-02-24,113.00
564,564,2025-02-23,114.00
565,565,2025-02-22,115.00
566,566,2025-02-21,116.00
567,567,2025-02-20,117.00
568,568,2025-02-19,118.00
569,569,2025-02-18,119.00
570,570,2025-02-17,120.00
571,571,2025-02-16,121.00
572,572,2025-02-15,122.00
573,573,2025-02-14,123.00
574,574,2025-02-13,124.00
575,575,2025-02-12,125.00
576,576,2025-02-11,126.00
577,577,2025-02-10,127.00
578,578,2025-02-09,128.00
579,579,2025-02-08,129.00
580,580,2025-02-07,130.00
581,581,2025-02-06,131.00
582,582,2025-02-05,132.00
583,583,2025-02-04,133.00
584,584,2025-02-03,134.00
585,585,2025-02-02,135.00
586,586,2025-02-01,136.00
587,587,2025-01-31,137.00
588,588,2025-01-30,138.00
589,589,2025-01-29,139.00
590,590,2025-01-28,140.00
591,591,2025-01-27,141.00
592,592,2025-01-26,142.00
593,593,2025-01-25,143.00
594,594,2025-01-24,144.00
595,595,2025-01-23,145.00
596,596,2025-01-22,146.00
597,597,2025-01-21,147.00
598,598,2025-01-20,148.00
599,599,2025-01-19,149.00
600,600,2025-01-18,150.00
